Alert Fault code #,Alert message,Meaning,Color,Vehicle immediate response,Vehicle sends fault to AVCS?,Vehicle sends mi_request?,Severity,AVC Action, Remote Operator Action,Last Updated Version,Categorization,Ops Troubleshoot Guide,Notes,Stop Reason,PSA,KN,ABT,BNS,Rationale,Internal Comments,"trigger
breakdown",FT reference,Associated Reasons,,,,,,,,,,,,,,,,,,,,,
186,Brake Feedback Connection Error,The Drive By Wire detects an issue with the transmission of data from the brake feedback. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.33.31,"Hardware /
Primary Board","
1. If alert persist, perform hard reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,vehicle_can_read,yes,,,,,,,,,,,,,,,,,,,,,,,
187,Velocity Feedback Connection Error,The Drive By Wire detects an issue with the transmission of data from the velocity feedback.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.33.31,"Hardware /
Primary Board","
1. If alert persist, perform hard reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,vehicle_can_read,,,,,,,,,,,,,,,,,,,,,,,,
188,Steering Feedback Connection Error,The Drive By Wire detects an issue with the transmission of data from the steering feedback. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.33.31,"Hardware /
Primary Board","
1. If alert persist, perform hard reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,vehicle_can_read,yes,,,,,,,,,,,,,,,,,,,,,,,
189,Transmission Oil Temperature Above Threshold,The temperature of the transmission oil is above the recommended threshold (> 90°C).,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Terberg","1. if alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,Draft,,,,,"Temperature as float
Value > 90.0",,,,,,,,,,,,,,,,,,,,,
190,Critically High Cabin Temperature,The cabin temperature is critically high (> 45°C).,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Operations /
Environment","1. Ensure that A/C's is cold and air flow is at max position if not, shutdown for 10min to cool down the  system. then resume.
2. if alert persist, report SR to check further.",,FALSE,Tested,Tested,N/A,N/A,,,,,"Temperature as float
Value > 45.0",,,,,,,,,,,,,,,,,,,,,
191,High LiDAR Process Time (Front RS-LiDAR-M1),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
192,High LiDAR Process Time (Left RS-Bpearl),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
193,High LiDAR Process Time (Left RS-LiDAR-M1),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
194,High LiDAR Process Time (Right RS-LiDAR-M1),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
195,High LiDAR Process Time (Right RS-Bpearl),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
196,High LiDAR Process Time (Left RS-LiDAR-16),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
197,High LiDAR Process Time (Right RS-LiDAR-16),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
198,High LiDAR Process Time (Top Rear RS-LiDAR-16),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
199,High LiDAR Process Time (Top Front RS-LiDAR-16),The processing time of the point cloud from the lidar is abnormally high.,No Display,,No,No,INFO,,,v5.47.12,"Hardware /
Computer",,,FALSE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Heavy Rain Detected,The vehicle detects that the rain is heavy enough to affect the LiDAR sensors. It will reduce its speed in this situation.,Amber,Vehicle slows down to 10kph.,No,No,INFO,,,v6.1.16,"Operations /
Environment",,,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Localization System Warning: High Latency 3,"The vehicle detects that the localization system is unresponsive, it may have difficulty determining its current location.",Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.39.13,"Venti /
Middleware"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,N/A,N/A,N/A,,lidar_odom/processing_delay,,,,,,,,,,,,,,,,,,,,,,,,
202,Localization System Warning: High Latency 4,"The vehicle detects that the localization system is unresponsive, it may have difficulty determining its current location.",Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.39.13,"Venti /
Middleware"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,N/A,N/A,N/A,,road_markings_detection_processing_time,,,,,,,,,,,,,,,,,,,,,,,,
203,AVCS Stop Order Received,The vehicle detects that it is required to stop by AVCS.,Amber,,No,No,INFO,,,v5.33.31,"Operations /
Informational",,,TRUE,Tested,N/A,N/A,N/A,,Could also be triggered by APM being in TN mode,,,"Float (km/h)
Value < 5",,,,,,,,,,,,,,,,,,,,,
204,Tire Pressure Sensor Low Battery (Left Front),The tire pressure sensor has low battery.,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Tire","1. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,N/A,,,,FT-015,,,,,,,,,,,,,,,,,,,,,,
205,Tire Pressure Sensor Low Battery (Right Front),The tire pressure sensor has low battery.,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Tire","1. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,N/A,,,,FT-015,,,,,,,,,,,,,,,,,,,,,,
206,Tire Pressure Sensor Low Battery (Left Rear),The tire pressure sensor has low battery.,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Tire","1. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,N/A,,,,FT-015,,,,,,,,,,,,,,,,,,,,,,
207,Tire Pressure Sensor Low Battery (Right Rear),The tire pressure sensor has low battery.,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Tire","1. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,N/A,,,,FT-015,,,,,,,,,,,,,,,,,,,,,,
208,Tire Pressure Sensor Safety Status Error (Left Front),The tire pressure sensor safety status has an error.,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Tire","1. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Tire Pressure Sensor Safety Status Error (Right Front),The tire pressure sensor safety status has an error.,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Tire","1. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Tire Pressure Sensor Safety Status Error (Left Rear),The tire pressure sensor safety status has an error.,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Tire","1. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Tire Pressure Sensor Safety Status Error (Right Rear),The tire pressure sensor safety status has an error.,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Tire","1. If alert persist, send to SR for further checks.",,FALSE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Timeout (Unsignalized Junction),The vehicle has been stopped in the location for more than the timeout value (> 360 sec).,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.11.12,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,"Threshold increase from 60s to 120s in v6.7, rationale explained here",,,,"Timeout duration as float
Value > 360.0",,,,,,,,,,,,,,,,,,,,,
214,Timeout (Signalized Junction),The vehicle has been stopped in the location for more than the timeout value (> 127 sec).,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v5.43.9,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,,,,,"Timeout duration as float
Value > 127.0",,,,,,,,,,,,,,,,,,,,,
215,Timeout (Drive/Street/Avenue),The vehicle has been stopped in the location for more than the timeout value (> 300 sec).,Amber - Action Required,,No,"Yes, Non-Technical MI",INFO,,"Observe the situation, use remote operations functionality to continue the APM movement if this is a false positive.",v6.10.14,"Manual Intervention /
Timeout",,,FALSE,Tested,N/A,N/A,N/A,"Threshold increase from 240s to 300s in v6.9, rationale explained here",,,,,,,,,,,,,,,,,,,,,,,,,
216,Stopping For Rubber Tire Gantry,The vehicle is stopped because it detects a rubber tire gantry in the area.,Amber,,No,No,INFO,,,v6.2.10,"Operations /
Informational",,,TRUE,Tested,Implemented,Implemented,Implemented,,From Action Advisor module,,,,,,,,,,,,,,,,,,,,,,,,
217,Moderate Rain Detected,The vehicle detects moderate rain.,Amber,Headlights will be turned on. Following distance to other vehicles will be increased.,No,No,INFO,,,v5.33.31,"Operations /
Environment",,,FALSE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Wheel Encoder Connection Error,There is an issue with the connection to the wheel encoder. This will cause a breakdown if it happens for more than 2 seconds.,Red,Vehicle performs Safe Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.33.31,"Hardware /
Other Sensors"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,USBCan_velocity timeout,yes,,,,,,,,,,,,,,,,,,,,,,,
220,Safety Supervisor Braking Maneuver Enabled,Safety Supervisor is controlling the brakes on the vehicle.,Amber - Action Required,,No,No,WARNING,,,v5.38.4,"Hardware /
Safety Supervisor","1. Shutdown the PC and turn off DBW for 1 minute and start again.
2. if alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Safety Supervisor Service Brakes Enabled,Safety Supervisor is controlling the service brakes on the vehicle.,Amber - Action Required,,No,No,WARNING,,,v5.38.4,"Hardware /
Safety Supervisor","1. Shutdown the PC and turn off DBW for 1 minute and start again.
2. if alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Safety Supervisor Electronic Parking Brake Enabled,Safety Supervisor is controlling the Electronic Parking Brake on the vehicle.,Amber - Action Required,,No,No,WARNING,,,v5.38.4,"Hardware /
Safety Supervisor","1. Shutdown the PC and turn off DBW for 1 minute and start again.
2. if alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Safety Supervisor Throttle Enabled,Safety Supervisor is controlling the throttle on the vehicle.,Amber - Action Required,,No,No,WARNING,,,v5.38.4,"Hardware /
Safety Supervisor","1. Shutdown the PC and turn off DBW for 1 minute and start again.
2. if alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
224,E-Stop Button Maintenance Required,The vehicle detects that unexpected signals are being received from the emergency stop connections. These connections will need to be checked in order for the vehicle to resume operations.,Red,Vehicle performs Safe Stop and then Pause,Yes,No,FATAL,Check E-Stop,,v6.11.12,"Hardware /
Safety Supervisor","1. If alert persist, check that all E-stop buttons are not pressed and released. Check that 7pin spring cable is connected, shutdown and turn off DBW for 1 minute and  start again.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,FT-004,,,,,,,,,,,,,,,,,,,,,,
225,Safety Supervisor Bumper Enabled,Safety Supervisor is controlling the safety bumper on the vehicle.,Amber - Action Required,,No,No,WARNING,,,v5.38.4,"Hardware /
Safety Supervisor","1. Shutdown and turn off DBW for 1 minute and start again.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Safety Supervisor Venti CAN Error,Safety Supervisor detects that the Venti CAN has issues.,Amber - Action Required,,No,No,WARNING,,,v5.38.4,"Hardware /
Safety Supervisor","1. Shutdown and turn off DBW for 1 minute and start again.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Safety Supervisor Primary Board Error,Safety Supervisor detects that the Primary Board is not transmitting data for at least 1 second.,Amber - Action Required,,No,No,WARNING,,,v5.38.4,"Hardware /
Safety Supervisor","1. Shutdown and turn off DBW for 1 minute and start again.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Physical Hold Button Activated,One of the physical hold buttons on the vehicle is active.,Amber,Vehicle goes into Pause mode,No,No,INFO,,,v5.42.3,"Operations /
Informational",1. Press and hold the hold button to release it.,,TRUE,Tested,Tested,N/A,N/A,,,,,"1. Automatic resume will not activate after the HOLD button is released.
2. Automatic resume will activate after HOLD button is released.",,,,,,,,,,,,,,,,,,,,,
231,Low Disk Space (/home/venti/ftp),Disk space is close to full capacity (> 90%).,Amber - Action Required,,No,No,WARNING,,,v5.33.31,"Hardware /
Computer",1. Seek help from Venti to swap the logging disk.,,FALSE,Tested,Tested,Implemented,Tested,,,,,"Hard drive usage as float
90 < Value <= 98",,,,,,,,,,,,,,,,,,,,,
232,Critically Low Disk Space (/root),Disk space is very close to full capacity (> 98%).,Red,Vehicle performs Hard Stop and then Pause,Yes,No,FATAL,Log disk swap required,,v5.33.31,"Hardware /
Computer",1. Seek help from Venti to swap the logging disk.,,TRUE,Tested,Tested,Implemented,Tested,,,,,"Hard drive usage as float
Value > 98.0",,,,,,,,,,,,,,,,,,,,,
235,Critically Low Disk Space (/home/venti/ftp),Disk space is very close to full capacity (> 98%).,Red,Vehicle performs Hard Stop and then Pause,Yes,No,FATAL,Log disk swap required,,v5.33.31,"Hardware /
Computer",1. Seek help from Venti to swap the logging disk.,,TRUE,Tested,Tested,Implemented,Tested,,,,,"Hard drive usage as float
Value > 98.0",,,,,,,,,,,,,,,,,,,,,
236,Navigation System Warning: High Latency 2,The vehicle detects that the navigation system is unresponsive.,Red,Vehicle performs Hard Stop and then Pause,No,"Yes, Technical MI",ERROR,,"Observe the vehicle performance, resume vehicle when error disappears.",v5.39.13,"Venti /
Middleware"," 
1. If alert persist, perform soft reboot.
2. If alert persist, perform hard reboot.
3. If alert persist, send to SR for further checks.",,TRUE,Tested,Tested,Implemented,N/A,,action advise timeout,,,,,,,,,,,,,,,,,,,,,,,,
237,Initial Remote Console Linkup Required,The vehicle requires a linkup with a remote console in Control Mode. This alert only appears with the first transition of the vehicle from Manual to Autonomous mode.,Red - Action Required,Vehicle performs Hard Stop and then Pause,No,"Yes, Non-Technical MI",INFO,,"Confirm awareness of the situation, check that the remote console linkup is working properly.",v5.33.31,"Manual Intervention /
Operational Process","
1. If alert persist, perform hard reboot.
2. If alert persist, send to SR for further checks.",,TRUE,Tested,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
