SPN,FMI,Foutcodelijst,Foutcode,Omschrijving,Categorie,Oorzaak,Effect,Aangeraden actie
2687,13,Terberg - CC2 (ytxx3) - 4.1,Terberg joystick reverse gear button,Terberg Joystick Reverse Gear Button signal not received/ not available,Warning,"The controllers receives a ""Not available"" status in the reverse gear button CAN signal","The controller can't determine the reverse gear request, therefor the reverse driving direction will not be requested from the transmission","- Check J1939 CAN bus wiring e.g. short circuit between CAN high and CAN low, CAN bus termination not correct (60O when ignition off)
- Check power supply, fusing and grounding of the joystick
- Replace joystick


"
2690,2,Terberg - CC2 (ytxx3) - 4.1,Terberg joystick top red button,Terberg Joystick Top Red Button signal error,Warning,"The controllers receives an ""Error"" status in the top red button CAN signal","The controller can't determine the unlock hooklocks, therefor the hooklocks can't  be unlocked","- Check J1939 CAN bus wiring e.g. short circuit between CAN high and CAN low, CAN bus termination not correct (60O when ignition off)
- Check power supply, fusing and grounding of the joystick
- Replace joystick.
"
2690,13,Terberg - CC2 (ytxx3) - 4.1,Terberb joystick top red button,Terberg Joystick Top Red Button signal not received/ not available,Warning,"The controllers receives a ""Not available"" status in the top red button CAN signal","The controller can't determine the unlock hooklocks, therefor the hooklocks can't  be unlocked","'- Check J1939 CAN bus wiring e.g. short circuit between CAN high and CAN low, CAN bus termination not correct (60O when ignition off)
- Check power supply, fusing and grounding of the joystick
- Replace joystick
"
2693,2,Terberg - CC2 (ytxx3) - 4.1,Terberg joystick front orange button,Terberg Joystick Front Orange Button Signal error,Warning,"The controllers receives an ""Error"" status in the orange button CAN signal","The controller can't determine the lock hooklocks, therefor the hooklocks can't  be locked","'- Check J1939 CAN bus wiring e.g. short circuit between CAN high and CAN low, CAN bus termination not correct (60O when ignition off)
- Check power supply, fusing and grounding of the joystick
- Replace joystick

"
2693,13,Terberg - CC2 (ytxx3) - 4.1,Terberg joystick front orange button,Terberg Joystick Front Orange Button Signal signal not received/ not available,Warning,"The controllers receives a ""Not available"" status in the top orange button CAN signal","The controller can't determine the lock hooklocks, therefor the hooklocks can't  be locked","'- Check J1939 CAN bus wiring e.g. short circuit between CAN high and CAN low, CAN bus termination not correct (60O when ignition off)
- Check power supply, fusing and grounding of the joystick
- Replace joystick.
"
2697,3,Terberg - CC2 (ytxx3) - 4.1,5th wheel joystick sensor 2,5th Wheel Lift Lower Joystick 2 sensor short circuit to battery,Warning,The controller measures a voltage below 250mV for at least 100ms on pin 59 of connector A,"- When only one of the two joystick signals is faulty, the 5th wheel can still be operated 
- When both joystick signals are faulty, the 5th wheel can't be operated anymore
- The 5th wheel joystick is a safety critical input, therefor the fault will only be reset after a key cycle","- The 5th th wheel joystick circuit is described in Electric Diagram of the YTCC2
- Measure the voltage in the 5th wheel joystick signal 2 circuit, valid range is between 500 mV - 4500mV
- Measure the suppply voltage, this must be 5V
- Measure the grounding of the 5th wheel joystick signal 2 circuit, make sure the ignition is inactive
- Replace 5th wheel joytstick"
2697,4,Terberg - CC2 (ytxx3) - 4.1,5th wheel joystick sensor 2,5th Wheel Lift Lower Joystick 2 sensor short circuit to ground,Warning,The controller measures a voltage above 4750mV for at least 100ms on pin 59 of connector A,"- When only one of the two joystick signals is faulty, the 5th wheel can still be operated 
- When both joystick signals are faulty, the 5th wheel can't be operated anymore
- The 5th wheel joystick is a safety critical input, therefor the fault will only be reset after a key cycle","- The 5th th wheel joystick circuit is described in Electric Diagram of the YTCC2
- Measure the voltage in the 5th wheel joystick signal 2 circuit, valid range is between 500 mV - 4500mV
- Measure the suppply voltage, this must be 5V
- Measure the grounding of the 5th wheel joystick signal 2 circuit, make sure the ignition is inactive
- Replace 5th wheel joytstick"
2697,11,Terberg - CC2 (ytxx3) - 4.1,5th wheel joystick sensor 2,5th Wheel Lift Lower Joystick 2 root cause not known,Warning,"The controller determines an issue on pin 59 of connector A. Specific root cause can't be determined. Potential hardware, software, firmware or configuration issue","- When only one of the two joystick signals is faulty, the 5th wheel can still be operated 
- When both joystick signals are faulty, the 5th wheel can't be operated anymore
- The 5th wheel joystick is a safety critical input, therefor the fault will only be reset after a key cycle","- Contact the aftersales department for support via the portal

In order to facilitate adequate support please supply the following information:
1) Detailed description of failure e.g. specific reproducable trigger conditions or behavior (reoccurs every key cycle or from a certain speed etc)
2) Log file from DIM, of the faulty scenario
3) Photo or movie of the behavior or of the DIM e.g. Dashboard view, Faultcodes view, IO Check view, CAN network check view, About menu view
4) Updated software or parameter set recently, from Terberg or 3rd party systems e.g. Engine, Transmission? If so, please supply us with details."
2789,0,Cummins - Stage V,Engine turbocharger 1 calculated turbine intake temperature,P5316 - Turbocharger turbine intake temperature - data valid but above normal operating range - most severe level,Warning,,,
2789,15,Cummins - Stage V,Engine turbocharger 1 calculated turbine intake temperature,P2346 - Turbocharger turbine intake temperature - data valid but above normal operating range - least severe,Warning,,,
2789,16,Cummins - Stage V,Engine turbocharger 1 calculated turbine intake temperature,P2451 - Turbocharger turbine intake temperature - data valid but above normal operating range - moderately severe level,Warning,,,
2791,5,Cummins - Stage V,Engine exhaust gas recirculation 1 (EGR1) valve control,P2349 - EGR valve control circuit - current below normal or open circuit,Warning,,,
2791,6,Cummins - Stage V,Engine exhaust gas recirculation 1 (EGR1) valve control,P2353 - EGR valve control circuit - current above normal or grounded circuit,Warning,,,
2791,7,Cummins - Stage V,Engine exhaust gas recirculation 1 (EGR1) valve control,P6555 - EGR valve control circuit - mechanical system not responding or out of adjustment,Warning,,,
2791,9,Cummins - Stage V,Engine exhaust gas recirculation 1 (EGR1) valve control,P1893 - EGR valve control circuit - abnormal update rate,Warning,,,
2791,13,Cummins - Stage V,Engine exhaust gas recirculation 1 (EGR1) valve control,P1896 - EGR valve controller - out of calibration,Warning,,,
2791,15,Cummins - Stage V,Engine exhaust gas recirculation 1 (EGR1) valve control,P1961 - EGR valve control circuit over temperature - data valid but above normal operating range - least severe level,Warning,,,
2796,2,Allison - Gen 5,4WD switch circuit,Four wheel drive (4WD) switch circuit range / performance,Warning,,,
2797,13,Cummins - Stage V,Engine Injector Group 1,P2765 - Engine injector bank 1 barcodes - out of calibration,Warning,,,
2884,9,Cummins - Stage V,Engine Auxiliary Governor Switch,P3735 - Engine auxiliary governor switch - abnormal update rate,Warning,,,
2900,3,Allison - Gen 5,Crank enable circuit high,Crank enable circuit high,Warning,,,
2900,4,Allison - Gen 5,Crank enable circuit low,Crank enable circuit low,Warning,,,
2900,9,Cummins - Stage V,Transmission engine crank enable,P5174 - Transmission engine crank enable - abnormal update rate,Warning,,,
2900,19,Cummins - Stage V,Transmission engine crank enable,P5173 - Transmission engine crank enable - received network data in error,Warning,,,
2908,2,Allison - Gen 5,Main pressure modulation,Main pressure modulation solenoid system performance,Warning,,,
2908,3,Allison - Gen 5,Main pressure modulation,Main pressure modulation solenoid control circuit high,Warning,,,
2908,4,Allison - Gen 5,Main pressure modulation,Main pressure modulation solenoid control circuit low,Warning,,,
2908,5,Allison - Gen 5,Main pressure modulation,Main pressure modulation solenoid control circuit open,Warning,,,
2978,9,Cummins - Stage V,Estimated engine parasitic losses - percent torque,P3838 - Estimated engine parasitic losses - percent torque - abnormal update rate,Warning,,,
3011,0,Wabco - TPMS,WM 1st axle outer left wheel extreme Overpressure,WM 1st axle outer left wheel extreme Overpressure,Warning,,,Depressurize Tire;
3011,1,Wabco - TPMS,WM 1st axle outer left wheel extreme Underpressure,WM 1st axle outer left wheel extreme Underpressure,Warning,,,Pressurize Tire;
3011,2,Wabco - TPMS,WM 1st axle outer left no module received while not moving (Timeout2,WM 1st axle outer left no module received while not moving (Timeout2,Warning,,,Install working Wheel module;
3011,12,Wabco - TPMS,WM 1st axle outer left no module received while moving (Timeout2),WM 1st axle outer left no module received while moving (Timeout2),Warning,,,Install working Wheel module;
3011,15,Wabco - TPMS,WM 1st axle outer left lost module (Timeout1),WM 1st axle outer left lost module (Timeout1),Warning,,,Install working Wheel module;
3011,16,Wabco - TPMS,WM 1st axle outer left wheel Overpressure,WM 1st axle outer left wheel Overpressure,Warning,,,Depressurize Tire;
3011,18,Wabco - TPMS,WM 1st axle outer left wheel Underpressure,WM 1st axle outer left wheel Underpressure,Warning,,,Pressurize Tire;
3012,0,Wabco - TPMS,WM 1st axle inner left wheel extreme Overpressure,WM 1st axle inner left wheel extreme Overpressure,Warning,,,Depressurize Tire;
3012,1,Wabco - TPMS,WM 1st axle inner left wheel extreme Underpressure,WM 1st axle inner left wheel extreme Underpressure,Warning,,,Pressurize Tire;
3012,2,Wabco - TPMS,WM 1st axle inner left no module received while not moving (Timeout2,WM 1st axle inner left no module received while not moving (Timeout2,Warning,,,Install working Wheel module;
3012,12,Wabco - TPMS,WM 1st axle inner left no module received while moving (Timeout2),WM 1st axle inner left no module received while moving (Timeout2),Warning,,,Install working Wheel module;
3012,15,Wabco - TPMS,WM 1st axle inner left lost module (Timeout1),WM 1st axle inner left lost module (Timeout1),Warning,,,Install working Wheel module;
3012,16,Wabco - TPMS,WM 1st axle inner left wheel Overpressure,WM 1st axle inner left wheel Overpressure,Warning,,,Depressurize Tire;
3012,18,Wabco - TPMS,WM 1st axle inner left wheel Underpressure,WM 1st axle inner left wheel Underpressure,Warning,,,Pressurize Tire;
3013,0,Wabco - TPMS,WM 1st axle inner right wheel extreme Overpressure,WM 1st axle inner right wheel extreme Overpressure,Warning,,,Depressurize Tire;
3013,1,Wabco - TPMS,WM 1st axle inner right wheel extreme Underpressure,WM 1st axle inner right wheel extreme Underpressure,Warning,,,Pressurize Tire;
3013,2,Wabco - TPMS,WM 1st axle inner right no module received while not moving (Timeout,WM 1st axle inner right no module received while not moving (Timeout,Warning,,,Install working Wheel module;
